name,rating,review
Nature's Lullabies Second Year Sticker Calendar,5,"Wife loves this calender. Comes with a lot of stickers and options to mark the firsts. Includes spaces for milestone photos as well. Sticker borders for photos, etc, it is just a very easy to use scrap booking option. Especially for new moms who dont have enough time to actually sit down, and haul out a ton of scrapbook supplies"
Nature's Lullabies Second Year Sticker Calendar,5,My daughter had her 1st baby over a year ago. She did receive and fill up a First Year Calendar. When her son was nearing his first birthday she was looking for a Second Year Calendar to record his milestones. Thanks to Amazon I was able to get this for her and she LOVES it. Tender sweet art work - helpful stickers - unique pages to fill. A nice keepsake. A wonderful gift for a one-year old!
Baby's First Journal - Green,5,"Extremely useful! As a new mom, tired and inexpedient, not remembering how long ago baby ate, this definitely helped me through the first two months."
"Lamaze Peekaboo, I Love You",5,I like how the book has a hook to attach it to your stroller or car seat - it wont get lost.  Great way to go over family members.
"Lamaze Peekaboo, I Love You",5,Beautiful little book.  A great little short story saying I Love You....Keeps the attention of the baby and then the baby can actually turn the pages and hold on to it when you are finished interacting with it.
"Lamaze Peekaboo, I Love You",5,This book is so worth the money. It says 9+ months on the box but I can't wait for my baby to be born to try to use it before. It's so cute and very interactive! There are flaps to open on every page.
"Lamaze Peekaboo, I Love You",5,"we just got this book for our one-year-old and she loves it.  It's so nice that she can't bite chunks out of it like she can a board book or rip it like a paper one.  She can chew on it, pull on it, and carry it all over the house!  She loves the little flaps that open and is learning simple words like ""daddy,"" ""mommy,"" ""puppy,"" etc.  We love it."
"Lamaze Peekaboo, I Love You",5,What a great book for babies!  I'd been looking for books which couldn't be damaged by my 10-month old's drool...so cloth or plastic books were my options.  This book adds another level to your usual cloth book--a fun flap or moving part on every page.  This interactive book is perfect for my baby!
"Lamaze Peekaboo, I Love You",5,"My son loved this book as an infant.  It was perfect because he would chew on his board books and destroy them, but this one we didn't have that issue.  I love the Lamaze series, they are a lot of fun not only for the child but for the parent.I liked that this book was not only teaching my son about Peek a Boo, but we used it to learn names for family members like grandparents, sister, cat, dog etc.  And of course with it being a lift the flap book, that was additional fun for my son as well.  He's nearly two now and he doesn't look at it as much, but he still does enjoy reading it and playing with it now and again.  I'd say out of all the Lamaze books, this one and Discovery Farm are his favorites."
"Lamaze Peekaboo, I Love You",5,"Our baby loves this book & has loved it for a while now ... He enjoys when I read it to him, and enjoys playing with it on his own."
SoftPlay Twinkle Twinkle Elmo A Bedtime Book,5,
SoftPlay Twinkle Twinkle Elmo A Bedtime Book,5,My son likes brushing elmo's teeth. Almost too nice of a book to let the kids play with haha :)
SoftPlay Twinkle Twinkle Elmo A Bedtime Book,5,This was a birthday present for my 2 year old grandchildren.  They love this book and will sit and go through it page by page themselves .  The pictures are imaginative and appeal to young children.  Would buy it again!
SoftPlay Peek-A-Boo Where's Elmo A Children's Book,5,"My baby absolutely loves Elmo and so this book seemed perfect for her.  I'm happy to say I was right:  this book is nice and soft and beautifully illustrated so my little one takes it everywhere and ""reads"" it all of the time. While Elmo is the main character of because he hides on each page, other Sesame Street characters are also featured which is fun, too. Another great, interactive, Elmo centric book that I would recommend for the Sesame Street/Elmo lovers is ""Twinkle, Twinkle Elmo"" (which is also available on Amazon for a great price)."
SoftPlay Peek-A-Boo Where's Elmo A Children's Book,5,"I bought two for recent baby showers!  The book is soft and interactive, great for any baby, and the bright colors are beautiful.  Lastly, who doesn't love Elmo!"
SoftPlay Peek-A-Boo Where's Elmo A Children's Book,5,"My 3 month old son loves this book. We read it over and over and he smiles and laughs every time we find Elmo and say &#34;peekaboo Elmo!&#34;  We have a few different soft books and this is the most colorful and fun to read. And baby adores it, so 5 stars for sure."
SoftPlay Peek-A-Boo Where's Elmo A Children's Book,5,Very cute interactive book! My son loves this book! The bright colorful illustrations make this great for babies & toddlers.
"SoftPlay 4 Pack Block Book, Sweet Sesame",5,"Bought for granddauchildren and they play with them all the time.  Love reading to them.  Soft, so if they fall on them, they are safe. When they use the Elmo book, the kiss Elmo.  Got when they were 9 mos, now they are two and we are still having fun with them.  They love to see how high they can stack the blocks before it falls over.  I buy as a baby present."
SoftPlay Baby's First Cloth Books Gift Set,5,"It is so hard to find cloth books with ACTUAL images on them! So many have unrealistic portrayals of what animals/objects look like, but this one is fantastic. EXACTLY what we were looking for!!When we teach our 1 year old what a ""lion"" is, we want to show him a REAL lion... not a drawing that looks nothing like a real lion."
"SoftPlay Cloth Book, Hugs",5,"for the young child, very cute...so happy they can &#34; read&#34; something there is little or no chance of them destroying..many happy reading memories"
Baby's First Year Undated Wall Calendar with Stickers to Mark &quot;Firsts&quot; - Pink,5,A friend bought me this calendar when our daughter was born.  Love it!  It's so fun and will be a great momento.
Baby's First Year Undated Wall Calendar with Stickers to Mark &quot;Firsts&quot; - Pink,5,"Quick and Easy to keep up with all the first milestones of a little one, especially for a busy, first-time Mom."
Baby's First Year Undated Wall Calendar with Stickers to Mark &quot;Firsts&quot; - Pink,5,I searched high and low for a first year calendar and settled on this one based on the reviews.  I am so happy that I did.  Perfect for jotting down quick memories throughout the month and remembering dates of baby's &#34;firsts&#34;.  Will be fun to look back on.  Also has spots for personalization and pictures.
Baby's First Year Undated Wall Calendar with Stickers to Mark &quot;Firsts&quot; - Pink,5,This is a very good gift for a new mother.  You would want to give it to the parents as soon as baby is born so that they can start from the very beginning to chart the &#34;firsts&#34;.  I had one of these calendars for each of my five children.  They enjoy looking up their &#34;firsts&#34; especially as they are now parents themselves.
Our Baby Girl Memory Book,5,
Our Baby Girl Memory Book,5,Absolutely love it and all of the Scripture in it.  I purchased the Baby Boy version for my grandson when he was born and my daughter-in-law was thrilled to receive the same book again.
Our Baby Girl Memory Book,5,OMG.....we loved this baby book! Perfect for the memories you want to remember when your little one gets bigger and starts asking questions. It even had a place for foot and hand prints for when your baby is born which is the main reason why we liked this one. Also it has pockets for keepsakes and little places to put first locks of hair....etc! So cute and is a great baby shower gift!
Our Baby Girl Memory Book,5,"Beautiful book, I love it to record cherished times in my great granddaughters life with the beautiful pastel pink color."
Our Baby Girl Memory Book,5,"Really happy with this purchase. I was looking for an english baby book (I'm French and the daddy is Flammish) and this is the perfect one. Lot of info to fill in : family, firsts...and mini pockets to preserve hair, maternity bracelet...Really happy!"
My Kindergarten Year - A Keepsake Book,5,"I was pleasantly surprised upon receiving the memory book entitled,  ""My Kindergarten Year"". It is the perfect way to record one's Kindergarten experience through photographs and detailed descriptions of this very important time in your child's life. The questions are fun for your child to answer and record while serving its purpose for the parent.I'd recommend this book to everyone with a Kindergartener."
My Kindergarten Year - A Keepsake Book,5,I'm so glad I stumbled upon these gem. My son has already started answering questions and I think it will be a great memory to look back years later to see how he answered the questions.
God Created Everything Nite Lite,5,"This is well made a very pretty,.  It gives a nice light and will be used for years...I recommend it highly.  It also makes a great gift."
Hunnt&reg; Falling Flowers and Birds Kids Nursery Home Decor Vinyl Mural Art Wall Paper Stickers,5,"Try this out for a spring project !Easy ,fun and affordable wall decals ...Fine quality and brightens up any room.. 5+ **********"
Modern House Winnie the Pooh Swing and Tiger Swing (2 pages) removable Vinyl Mural Art Wall Sticker Decal,5,I could not get these Winnie the Pooh themed wall decor stickers in New Zealand and these were a very cost effective option that I was very impressed with.  They were easy to stick on and look fantastic on the wall - they don't &#34;look&#34; like stickers at all.  Very professional and very seamless on the paintwork.
Modern House Tower of Pisa Italy removable Vinyl Mural Art Wall Sticker Wall Decal,5,"Very satisfied about the product, grat design, it came as ir said on page.  I highly reccomend the product, and I follow buying more."
Blessed By Pope Benedict XVI Divine Mercy Full Color Medal,5,very nice Divine Mercy Pendant of Jesus now on chain around my neck.  Love It!  Divine Mercy represents Jesuswho offers us an ocean of divine mercy.  Pray to God for our country. You need HIM in your lives!
Reusable Flannel (15) Baby Wipes 100% Cotton Bleached and Unbleached (Flushable Diaper Liners),5,I love these wipes.  They are so simple and soft and they are a great price for reusable wipes.  They actually get my baby clean and dry during diaper changes.  And I know that I'll find a million other uses for them after our diaper days are done.  I'm ordering more of them right now!
Cloth Diaper Pins Stainless Steel Traditional Safety Pin (Black),5,A great safety pin that has lots of uses.  Easy to find with bright colors and a great bargain for a dozen.
Cloth Diaper Pins Stainless Steel Traditional Safety Pin (Black),5,"These diaper pins went to Honduras to hold the cloth diapers we also sent with the missionaries. It is difficult to find diaper pins in our &#34;disposable&#34; age. In Honduras, they do not have &#34;Pampers&#34;. They appreciated the kits we sent."
Cloth Diaper Pins Stainless Steel Traditional Safety Pin (Black),5,"It has been many years since we needed diaper pins, but I do like to pin my socks together through the wash and have never lost one yet. I was using brass dressmaker pins but they tended to open up during the wash cycle. My wife suggested diaper pins and we tried them. Thery're working perfectly and staying together through the washing. Matter of fact they can get a little tricky to open, but of course that was the idea. Recommended to keep your socks &#34;friended up&#34;."
Cloth Diaper Pins Stainless Steel Traditional Safety Pin (Black),5,"As another reviewer noted, these are great for matching socks before washing.  Now once the socks come out of the washer, I hang them to dry with the pins still on.  The socks stay on the line to dry without clothespins, they just hang with one sock on each side of the line.  After they are dried, I just open the pin and leave it by the hamper on a shelf.  As I put dirty socks into the hamper, I grab a pin and use it.  Has saved a lot of time and I don't have the problem of lost socks or mismatched socks on my feet.  Great idea and am glad I read about this here on the reviews.  Wish I had done this my whole life."
Blessed By Pope Francis Franciscan Knotted Our Lady of Grace Italian Made Aurora Borealis Crystal Rosary,5,"I ordered this Rosary for a friend because it looked lovely in the photo and it is blessed by Pope Francis.  I was not disappointed as it is just beautiful, made with crystal, and knotted in between the Our Fathers.  I am giving this to my friend along with a copy of the novena of Our Lady Untier (or Undoer) of Knots, for whom Pope Francis has a strong devotion.  I definitely recommend this Rosary and would buy it again in a heart beat."
Blessed By Pope Francis Infant Jesus of Prague Nino De Praga Medal Charm Pendant,5,An excellent value and quality for the price.  Just right for wearing around the neck orattaching to a Brown Scapular or some such. And the Blessing makes the Item all the more Precious.
"IKEA KLADD PRICKAR Bib, blue, red",5,"This bibs provided very good protections for messy eaters, my grandson is a 20 months old beautiful boy who loves to eat his marinara pasta with his fingers. My daughter loved this bibs, pasta elbows or curls fall in the front pocket when missing the mouth. Easy to wash too."
Holy Family Baby Jesus and Star Nativity Christmas Tree Ornament,5,"This is such a cute ornament, I collect nativity ornaments and this is perfect for my collection! Can't wait to add it to my nativity tree!"
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,We used this to help us keep track of pees and poops during that first month. It is really helpful if you breastfeed to keep track of feeding patterns and wet diapers to make sure baby is eating enough. Great book!
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"This book is going to be a life saver! We are adopting and when we travel complete the adoption, I needed a book to keep track of baby's schedule. I have a terrible memory and this book will be perfect for keeping track of baby's schedule. I also love how there is a spot at the beginning for emergency numbers and important info. Perfect for traveling, the babysitter or just for at home use. I will definitely be buying more after I fill this up."
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"Love it love it love it!!  Got my first baby tracker as a gift, bought another one as soon as it was used up.  Great for daycare, too, so you can communicate with your provider about baby's activities for the day.  Also great for round the clock care- no need to ""remember"" when baby ate last or how much sleep you really got!!  Get it for your new moms- to- be!!"
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"Of course this has been a great/easy way for me to record all of my baby's routines and a simple way for his caregiver to let me know how the day went.  What I really love about it, though, is that it was so easy for me to jot down all of his major milestones as they happened.  I knew that I wouldn't have time to work on his baby book in the beginning (and sure enough I didn't even get it out until after 2 months), and because I had this book I was able to finally transfer everything over.  Life saver!!  All of the funny little things would probably have been forgotten!"
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"I am 4 weeks from delivery of my first baby and was looking for a newborn tracker. From the reviews I read this one looked like it had everything that one needs to write down and remember, so I bought it. I have not used it but I am very happy with what I saw. Hope it ends up being as useful at it looks."
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"We found this book at a rummage sale and found it to be so useful, especially when several people are helping with the baby (ex: visiting family, etc.)  We loved it so much that I've bought another one and have almost filled that one too.  I like having the room to write things about our baby's day and development, plus use the ""Notes"" section to write some story, etc.  It also helps ""Dad"" see what has happened that day and feels more connected.  I will be buying another one soon!"
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,I got this baby tracker as part of the 'new parents' package from my work. It is extremely well organized ... much better then others I've seen. It is an iParenting Media Winner and for a good reason. Absolutely worth the $$. I am getting this for all my expecting friends! 5 starts!
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"I'm a new mom and I was looking for something to record my baby's daily activities and patterns and it is perfect! It has a lot of space to write down anything extra beyond the diaper changes, feedings and sleeping. I like that it has an area to write down medications. It is a great reminder for dr appointments and to track your baby's patterns. I am extremely happy with this book and will be ordering another one for when I run out of pages in 3 months."
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,Love this book ....super easy to keep track and sooooooooo helpful for this first time mom ..especially for pediatrician appts
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,I loved how this book was set up to keep track of everything important about baby.  I used it for the first year.  I always took it to doctor appointments to share how often she was eating and everything.
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,I've been using it since I have my newborn and it's a great way to keeping track of baby&#34;s schedule
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"This is the best way to keep track of when your baby eats, sleeps, poops, gets a bath, etc. It's also a great way to keep track of which side baby nursed on. I took this to all infant doc appt. And it's a great gift!"
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,"I rarely write a review however, this journal has been a lifesaver.  Sleep deprivation can compromise anyones ability to recall feeding and napping times, which breast was last used, soiled diapers, etc.. I even sleep with my journal to keep it close by so I can document around the clock.  The layout of this journal is very simple and easy to use at a quick glance.  I understand there are phone apps that do the same thing however, I chose this journal to allow my husband and nanny to have access to the information.  A must have and will make a great gift."
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",5,I received this at my baby shower and it has been a wonderful gift. I had no idea when I received it what fun it would be to record all this information. I have done this for 2 children now and only wish I would have had it for my first 2 kids.
"Large Jungle Animals (Panda, Lion, Elephant, Gorilla) - 3D Wall Murals for Baby Nursery and Kids Rooms - Made in USA",5,I ordered these for my 7 month old sons play area.  They are very cool.  I love the fact that they can be removed from the wall and moved to a room or house if needed.  I would get these instead of wall decals because they are 1. easier to put up and 2. can be moved without ruining them.  It makes his play area look really cool!
Edu-Petit Happy Jungle Day Finger Puppet Book Developmental Toy,5,My 2 year old grandson got it for Christmas and he loves when his Mommy reads it to him.  Good quality and very well made.  Other positive reviews directed me to buy it.
Modern House White Plum Blossom with Green Birds Vinyl Mural Art Wall Sticker Decal,5,"a little difficult if you dont know how you want it to be placed on your wall, so be creative, it comes off easily so you can play around with it.. the result looks beautiful. very peaceful."
Modern House Giraffe Children Height Measurement Growth Chart Vinyl Mural Art Wall Sticker Decal,5,"It is now haning in my granddaughters bedroom. I did think it was larger though, but still happy with my choice."
Modern House Safari Animal Family removable Vinyl Mural Art Wall Sticker Decal,5,"the instructions were really clear, howerver the next day the decals started coming off because my wall has ridges on it soooo. I added a little dab of crazy glue and walah! it's up."
Modern House Safari Animal Family removable Vinyl Mural Art Wall Sticker Decal,5,The designs were cut and easy to apply. There was no sticky residue when we peeled it off to readjust and it was to redo the adjustment again and again. It was also just sticky enough to stick to the wall while not too sticky enough to peel the paint off. We like it.
Modern House Angry Bird I removable Vinyl Mural Art Wall Sticker Decal,5,"Grandchildren opened these before they got home and stuck them to everything in my house, even themselves. Hope they will still stick on wall when they get home."
Neurosmith - Music Blocks with Mozart Music Cartridge,5,My daughter started playing with her Music Blocks set when she was just a few months old.  She spent hours entertaining herself.  She is now 18 months old and still loves this toy.  Now she understands how to arrange the blocks and has great fun making new musical patterns.  I highly recommend the Jumpin' Jive Jazz cartridge -- it's her favorite -- and the Bach cartridge when you want calmer music.
Neurosmith - Music Blocks with Mozart Music Cartridge,5,"It takes a youthful spirit of inquiry and fascination to play with blocks and pre-programmed music. Anyone too old to play with blocks (or to young to play with them again) may back off. But they're missing a revolution in interactive toys. Each colored block represents part of a musical score, and each side on the block represents one way of delivering that piece, such as horn, violin, or voice. Turning and swapping blocks thus generates changes in the music played, with incredible variety. You (and, oh yes, the child too) will run out of steam long before you run out of interest. And the use of additional block sets expands the use and interest even more. Bravo!!"
Neurosmith - Music Blocks with Mozart Music Cartridge,5,"I spent [a lot of money] when this thing first came out, and it worked TERRIBLY!  I sent it back to the company because it was defective and wouln't shut up.  They sent me another one.  It worked very inconsistently.  When I called the manufacturer I was told ""Well, it's a very sensitve computer, you can't just let them toss it around, that must be why you're having trouble""  Actually, I was having my 2 year sit in his high chair while I supervised him, and he was not doing anything to it.  I mean, it says it's for 2 year olds on the box....  Anyway, I returned it and got my money.  SAve your money for real music lessons."
Neurosmith - Music Blocks with Mozart Music Cartridge,5,Recently I have purchased the musical mozart blocks set for my two and a half year old daughter at a toys r us department store near me as a Christmas gift for her this year and they had one of the toys out on display. She loved the toy and it is very educational. I had a hard time leaving the store because she wanted to continue to play with it although she is young enough that even though she was with me while I purchased her toys for Christmas this year that she had completely forgotten about it and that I haought this toy for her. My only complaint is that I had to pay [$$$] for this toy and they had told me that the sale on the toy had ended yesterday but this toy I knew was still available online here for [$$$] which is a really good price and I do not think it is right for them to sell it for the other price when it can be bought cheaper. Anyways I liked the toy alot and my daughter did too and that is why I purchased the toy even at the price I  had to pay for it. I think it will get a lot of use out of it and so will my 8 month old daughter when she is old enough as well.
"Milestones, Kids' Step Stone Kit",5,Product was very easy to use.  I helped my son (16 months at the time) make a stepping stone for Father's Day.  He put the stones in himself and it turned out really cute.
Sesame Street Baby Purse Playset,5,"My girls love this Sesame Street purse! There are 5 items that can be placed inside of the purse. They use it when they pretend to go shopping around the house. It was a little tricky for my 18 month old to figure out how to open it but she eventually learned. The bright colors, durable design and sweet Sesame Street character faces make it such a fun purchase!"
my first fish bowl by lamaze / learning curve,5,"My one-year-old baby loves this toy!  She loves to take the fish in and out, and watch through the transparent sides as she takes them in and out.  She loves to play peek-a-boo through the sides.  She loves to shake/squeeze each fish to hear its noise.  Downside: the fish are easy to misplace, so keeping all four together is a challenge."
my first fish bowl by lamaze / learning curve,5,"I bought this toy to help stimulate my eight-month-old's development. When I got it in the mail, I immediately opened it and gave it to her. She has been playing with it since. Her favorite is the crinkle crab because she can make him make noise. She is fascinated by the others. She very quickly learned how to take them out and put them back into the bowl. She has had no difficulty in doing that. Great item, worth the money!! And it is so fun to watch!!"
my first fish bowl by lamaze / learning curve,5,"Everyone knows nap time can be difficult, my daughter fights it everyday, sometimes she'll even jump around and hit the sides of her crib. We decided putting some of those cribside toys made of hard plastic was unrealistic at this point, however I saw this and got it right away.Although we had tried stuffed animals and other soft toys this works he best. It's a lot more interactive compared with just hugging her teddy bear. Everyday she plays with it, it also occupies her in the morning when she first wakes. I walk into her room and there she is holding her fishy. Plus if she rolls on it during the night there's no chance of hurting herself. She loves it.Great value! Something a little different."
my first fish bowl by lamaze / learning curve,5,This is a very good toy that helps manual dexterity and the ability to recognize figures behind the clear plastic. My baby girl especially loves the crinkle crab and the clam !
my first fish bowl by lamaze / learning curve,5,We first bought this toy for our oldest child when she was just beginning to sit up and play with toys.  She would sit in her crib and play for a hour or more just putting the sea creatures in and out.  It gave Mommy shower and make-up time!  We believe she loved the clear plastic on the bowl and the shape and feel of the pieces.  We had the same experience with daughter #2.  We have bought this several times for other new parents.  Our girls have also received similar toys (not Lamaze) ex: a cookie jar and have not enjoyed it anywhere near as much.  A little toy with big entertainment value!
my first fish bowl by lamaze / learning curve,5,"I saw this toy before I was pregnant and though it was so cute!So after I had my daughter, I had the best excuse to buy it!!!She loves it.  I bought it for her when she was about 3 months old.  She'd chew on the little clam.  Now she uses it to learn that they make noise, and she can put them in and take them out of the bowl.It's worth the money.  Cute, educational, (quiet.. heh), and durable."
Pedal Farm Tractor,5,"We chose this tractor and trailer for a family gift for our two-year-old son and he loves it!  Visiting friends love it, too.  We looked at several others, but this one seemed to be the safest and most durable.  He cannot pedal the tractor yet, but loves to push it around or be pushed while sitting on it and will soon grow to it (he is tall).  The trailer is a great addition and our son loves to fill it with toys (or his little brother!).  The only negative is that the ""hitch"" for the trailer does not lock in place and can be turned causing the trailer to come off at bad times, but we would still recommend it.  The assembly was easy and our little farmer has been thrilled!"
Pedal Farm Tractor,5,I bought this for my son when he was 3 years old.  He is now 8 and handed it down to my younger son when he turned 2.  After 5 years of rough and tough riding it is just now starting to break down.  This has been an awesome toy.  We also purchased the trailer and the boys have loved them both.  I think it would have lasted even longer if my 8 year old would have stayed off of it after he had outgrown it.  Anyway the only thing you need to keep in mind is that there is no brake so be careful on hills.
Pedal Farm Tractor,5,"We bought this tractor to accompany the trailer.  Our grandsons are big into farm stuff and love to load up the trailer and pretend they are working """"on the farm.""""  It is best for those old enough to reach the pedals (age 3 and up?).  It is very sturdy and durable.  Great toy for those busy toddlers and preschoolers.  Worth every penny it cost!"
Pedal Farm Tractor,5,"We bought this tractor for our 2 and a half-year-old son, and he is able to pedal and manuever this vehicle very well, despite the recommended age of 3-6 years. This tractor is very sturdy, and nearly impossible to tip over. My son has deserted all other riding toys in favor of this tractor. I highly recommend purchasing the yellow trailer that is specifically made for this tractor, but is sold separately .... My son loads all kinds of treasures into the trailer and farms the yard for long periods of time...."
Fisher Price Nesting Action Vehicles,5,"We bought these for our son when he turned two. He had seen them at a playmate's home and LOVED them. I liked them b/c unlike some of the other cars for sale...there is some learning value and they are VERY durable. They have been thrown, rolled, stepped on, etc and still show no signs of wear. Highly recommend!"
Fisher Price Nesting Action Vehicles,5,"My son loves stacking cups, so a friend recommended this toy to me.  My son loves it and he enjoys pushing them around the floor.  They nest nicely into each other, which makes it a great toy for the diaper bag."
Fisher Price Nesting Action Vehicles,5,"My son Cameron just loves these great little stacking cars!  He enjoys stacking them and slapping them down and each has great little things that they do such as his fire truck has a ladder that clicks up and down, police car has a spinning &quot;light&quot; bar, and so on.  I think it's great, brightly colored and has great little faces....I would give this as a gift in the future, not a wasted toy, Oh the little wheels roll, too!"
Fisher Price Nesting Action Vehicles,5,"My one year old son received these as a birthday gift. He loves them. Not only are they stackable, which helps with hand-eye coordination, but each car has individual moveable features. Although these features are small, they got his attention. The bright colors are nice also. They are a great buy for the price!  I highly recommend them as first trucks for a small child."
Fisher Price Nesting Action Vehicles,5,I purchased this toy for my great grandson's first Christmas. He will be 6 months old. I can't wait to play with it with him. This is the first baby in our family for 18 years and all the family is waiting for the fun... I will be ordering a lot more soon. Thank you for the convenient shopping. AJ'S Gee-Gee (Great Grandmom)
Fisher Price Nesting Action Vehicles,5,"These are a huge hit with my one year old son.  We received these cars as a gift when my son was first born.  He started taking a real interest in them when he was about seven months old and still plays with them every day.  They are simple, durable, do not require batteries, and are easy to clean.  We've traveled a lot with my son and these make terrific travel toys as they pack up easily and don't take up much space since they nest.  The smallest car rattles and is the perfect size for little hands."
Fisher Price Nesting Action Vehicles,5,"This is a great toy.  The wheels really work and each car has a special feature.  They store easily for packing on trips and putting away.  Both of my kids (boy and girl) have played with them.  They are brightly colored.  And best of all, these do not use batteries!"
Fisher Price Nesting Action Vehicles,5,My 11 month old received these last Christmas and he instantly began running them along the floor and playing with them. He is now 22 months and I have taught him his colors using these and he STILL loves to play with them.  One got run over by an electric scooter and it didn't even break! All parents should get these for your baby.  This is the one toy that will NOT sit and collect dust!
Fisher Price Nesting Action Vehicles,5,My 14 month old son loves to stack and play with these little cars.  They are durable and easy to clean.  I throw them in  the diswasher and they hold up great.  They are well worth the money to me.
Fisher Price Nesting Action Vehicles,5,"Great toys, we always pack one or two in the diaper bag, our 7 month old loves to play with them and I don't worry at all about him chewing on these toys as there are only smooth surfaces"
Fisher Price Nesting Action Vehicles,5,After being inundated with toys that require batteries and make so much noise this was a breath of fresh air. My son loves these vehicles! We got this when he was 6 months old. We stack them on top and he loves to knock it over. We nest them and he loves to find the surprise vehicle underneath. Now that he is 8 months old he is figuring out that the wheels move as well as some of the other moving features on each vehicle. I highly recommend this toy.
Fisher Price Nesting Action Vehicles,5,We bought these trucks for our 15 mo. old daughter and 4 mo. old son- We love them!  They are nesting which is fun for our daughter to look underneath the trucks to find the next one or they can stack one on top of the other to make a tower.  Perfect first trucks!  And they aren't too big- a perfect size!
