name,rating,review
Fisher Price Nesting Action Vehicles,4,"I bought the cars because they were easy to store, plus they were cars.  What I have found is that I can actually use then in many places since there is more than one vehicle.  Mostly they are easy to pack for a trip."
Fisher Price Nesting Action Vehicles,4,"I got this toy for my daughter when she was very little.  She really hasn't been interested until recently.  Now she loves to put little people inside the cars and look at them through the top.  She lets objects play hide-and-seek under the cars but she really doesn't stack them or nest them very much.  I think they are worth the money because they were fairly cheap but she hasn't really used them for the intended purpose.  I don't think I would buy them again but I certainly wouldn't take them back if they were given to me. I think my daughter will use them in different ways with other toys, in the tub or pool or even outside as she grows.  They are extremely durable."
Fisher Price Nesting Action Vehicles,4,My son got this for Christmas and he loves all the cars.  His favorite is the fire truck.  He plays with it for a while.
Sassy 836 - Fascination Station,4,"i bought this beautie at k mart for 5 bucks. other that the suction cup not really working out well, my 3 month old loves it. hell, my husband and i also enjoy playing with it. it has a variey of colours and shapes that help stimulate the mind. you cant lose."
"My Quiet Book, Fabric Activity Book for Children",4,This was given as a gift for my great grandson and they seemed very satisfied with it.  I haven't talked to them to see how he responded to it.
"My Quiet Book, Fabric Activity Book for Children",4,"Got this for a plane ride 3 months ago. The snaps are hard to snap and he gets frustrated. Most pieces are attached to the book which is nice, he can't lose them. He flips thru it but that is about it. Maybe when we travel again he will find it more interesting. We keep it for trips only so it will be ""new"" each time. He has seen it up on the shelf and asks for it but when we give it to him he is done flipping thru in a few minutes and it is left on the floor for other books."
"My Quiet Book, Fabric Activity Book for Children",4,"My 2 yr+ old grand daughter liked this book a lot.  She did have a hard time with some the buttons or snaps.  They were sewn pretty tight to the backing and was kind of hard to get her fingers under to be able to button or snap.  Overall, she did enjoy each activity."
Lullaby and Goodnight by Pockets of Learning,4,"I ordered this book for the up-coming birthday of a grandson. It really is cute and an excellent quality. It comes with a small stuffed bear that you can remove from the book. Each page of the book has a different night-time activity for the bear to do such as have a glass of milk, brush his teeth etc. I'm not exactly sure what I was expecting because even though it is a quality toy I'm not sure that Liam will use it enough to make it worth the price I paid.  The Pockets of Learning toys all seem to be very high quality if somewhat pricy."
Lullaby and Goodnight by Pockets of Learning,4,"Both of my boys liked playing with this book.  They also liked to take the bear out and play with him.  The pajamas are a little hard to put on, but they didn't seem to care much.  My youngest actually has slept with the little bear!"
Big and Small Chime Ball by Sassy,4,My daughter is 4 months old and she really loves this ball as its very easy for her to hold - a skill she's just learned.
Infant Stim-mobile,4,"We found this at a garage sale and I read about it and it seemed really interesting so I bought it. This is for the first few months of a baby's life and should not move much, contrary to what the first poster said, because you want stimulation but you don't want to over-stimulate a baby. However, we did notice that sometiems our baby does like the mobile to move and it is summer here but the air conditioner blowing air around the room should be enough movement. When it's not moving, we can just put a small fan on its lowest setting about 6 feet from the crib and the small wiggling was enough movement to keep her stimulated but not so much movement that she can't keep track of the object (babies this young are not good at tracking so you don't want a lot of motion), but still we only do this once in a while, not at all times.One of the best things about this mobile is that our baby only wakes us up at night to feed. If she wakes herself up she will sit and stare at it for a long time and be happy since we have a small nightlight in the room. Any time we put her in the crib we can see her staring at the simple shapes. Shown in the picture on the product page is the detailed shapes, you flip the cardboard from the simple to the detailed shapes when they are about 2 months old, then remove this mobile for a more 'traditional' one with movement and objects the baby can grab at about 4 months. This is a somewhat delicate mobile since it uses air currents to move, so you need to keep it safe from a grabbing/eating baby.Also, one nice feature is that ours came with a travel pack, or at least that's how I'm using it. Besides the crib mount, there is an 8 inch circular plastic ring with fishing wire for hanging the mobile. You can hang it anywhere with a string, either taping string to the ceiling or tying it to any overhang. It also came with a cardboard carrying case thing which is very thin and easy to take with you on a trip.For those with a math/science background, it's really interesting to note that first side of the cards have objects with very low spatial frequency. The 'detailed' sides are actually the same patterns, but with a moderately higher spatial frequency. After 4 months, you use standard mobiles, which have very high spatial frequencies, as well as colors and things the baby can grab to improve hand-eye coordination. Basically, you start showing the child very low frequency objects that are easy to observe and track, then gradually move up until they can use the high frequency information.Now, I want to explain why I did not give this item 5 stars even though it's an amazing product. Before my baby was a month old, I noticed that she was already able to detect some colors and this stim-mobile is only black and white. This is from 1990, so I guess over the last 20 years they have refined the product so that the simple side has some red (first color a baby sees) and other simple colors, while the reverse side has more vivid colors, but uses the same idea of going from low spatial frequencies to higher spatial frequencies. I ordered the newest version but still kept this around for changing table and pack n play entertainment since she loves it. If I had not known about the improved version, I would have given it 5 stars, but there is something better available so I highly recommend getting the updated version for every newborn."
Comfy Easy PC Play &amp; Learn Keyboard,4,"I have to say, the first time we played with this I thought it was going to be a dud and I was thinking I would send it back.  It's very simple and not much interaction to it.  But it turns out my 2 year old daughter loves it.  She gets a kick out of it and it's all she needs in a toy.(This is the Comfy PC and not the Elmo toy.)"
Comfy Easy PC Play &amp; Learn Keyboard,4,"My daughter loves this product! It covers her 2 favorite things the PC and the phone! Whenever I am on the computer she is always on my lap trying to push whatever keys she can, but with this I can put her in her highchair and put her in front of the PC and she will entertain herself for at least an hour!  She espicially loves the phone aspect on the side and what I love is there is no cord to worry about. I would definitely reccommend this to anyone with a toddler, I started using this with my daughter when she was 12 months old, she is now 15 months and loves it more now that she has gone up to another level!"
The First Years Massaging Action Teether,4,It is a good teether for my handicapped student. But the ability to bit down is required which is hard for my student.
The First Years Massaging Action Teether,4,"I have two of these teethers and both see variable use as my little guy goes through teething spurts.In between, he actually likes sitting or kneeling on the star to get it to vibrate.But as soon as his gums start hurting, he goes straight for this toy.Also, it's a smart packaging extra to have the 'free ring' on top which clearly doubles for hanging purposes."
The First Years Massaging Action Teether,4,"Bought this based on the reviews. My daughter is an early teether at 3 months old. My only complaint is that she has a hard time activating the vibration by biting hard enough. This has allot to do with her age. I have to hold one of the corners for her to activate the vibration. She LOVES it, I only wish it had an on/off switch so I didn't have to hold it for her. She actually cries when I try to take it away from her."
The First Years Massaging Action Teether,4,"This thing is big. Baby can grow into it. It really does help when I hold it and turn it on for him. If he isn't done with it he is sure to let me know. Which to me translates that he likes it. I'm not sure how I feel about the sticky feeling plastic, seems unnecessary and everything sticks to it."
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,4,"It is a little awkward at first, but I had an extremely premature baby who was too small for the traditional carriers, and needed to be held all the time.  I lived, cooked, did laundry, ate, and slept with this sling for 2 months.  Once my baby was bigger and needed to be held less I started using other carriers.  But now I'm back to the sling because quite frankly, once you get the hang of it, its much, much easier to get baby in and out of it."
"Arm's Reach Co-Sleeper Original Bassinet, Solid Toffee",4,"I love the idea of the co-sleeper. I've seen some other concept designs by other companies and I hope they follow through with them. Arm's Reach has a bit of a monopoly on the co-sleepers right now. My little one hasn't arrived yet, so I haven't actually used it yet. Assembly is REALLY confusing. I don't know what happened to my paper instructions, but I can't find them. Luckily, there are some on the AR web page. But it is still so confusing.For those of us who are ardent Attachment Parenting, this is ideal. My older son, 15 months old, is still in bed with us and this Arm's Reach will give us the extra space for two little ones. We used the Snuggle Nest when our older boy was a small infant and that worked great. With two though, I wanted to keep the older away from the younger while they slept but still near us.If attachment parenting is a new concept for you, I strongly encourage you to read as much as you can online. Arm's Reach co-sleeper is a great way to co-sleep without the fear of suffocation."
Sassy Busy Bugs Bar,4,"I bought this for my son when he was 4 months. He is now 11 months and is not that enthused with it anymore. I liked this product because of the bright colors and the variety for him to play with. It is a very good toy, but my son doesn't have much interest in it. Nothing at all wrong with the toy, I would recommend it to anyone."
Sassy Busy Bugs Bar,4,"This toy is so nice to have if you use your stroller a lot. My baby has loved playing with this and I have even given this as a gift. The only thing that I did not like was that the cup that is the bugs legs, comes out. That is great for cleaning but if the baby takes it out, it can become yet another thing to keep track of during your ever so busy outings. Overall, this is a great and cute idea and gives some added fun for babies stroller time."
Baby Trend Diaper Champ,4,"Ok - newsflash.  Diapers are just smelly.  We've had this pail for 2.5 years now.  It was our first and primary one.  There were no major smell problems until after one year, when our son started eating solids.  Also, we change the bag twice weekly as 3 days is about the max for smell-containment.  Around 20-22 months we started shopping for a container that would be less smelly and didn't find one as good.  (We have a cheaper one upstairs which broke immediately and always stunk!)  We finally just put the Diaper Champ in the attic a few months ago and use the cheap one with the flip-up lid - mainly since the cheapo fits inside the cabinet and we didn't notice a big difference in smell-control.  (The most helpful action is to tie the dirty diapers inside a small plastic bag before putting them in the pail.)A couple of our friends have this pail and were pleased until the children started eating solid food and things got stinkier - but that's pretty much the consensus according to many reviews on the different pails.  I've knocked off a star since the mechanism isn't that intuitive (to grandmothers and babysitters, at least) and it frequently gets stuck when the bag starts getting full.  Plus there are some smell issues, as with any pail.  However, the fact that you can use regular trash bags is so much more convenient!"
Baby Trend Diaper Champ,4,"I waited to review this until I saw how it performed in the really-stinky-diaper stage.  Now, with my daughter at 1 year and eating lots of solids (and making really stinky diapers), I can happily recommend the diaper champ.  A couple suggestions: 1) as baby's poop gets stinkier, empty more often (at least once a week) and 2) every time you empty, spray with Lysol or similar product and wipe out with antibacterial cleaner.  This second step has kept the plastic from retaining a bad smell.I gave 4 stars because it's not ""perfect"" -- sometimes a little smell leaks out if it's very full.  But all around a good product, and not needing special refill bags is a huge benefit for a busy mom."
Baby Trend Diaper Champ,4,We had 2 diaper Genie's both given to us as a gift but it was hard to use it since everytime you stuff the diaper in you have to turn it which cannot be done with one hand (required if you are holding your baby).  Also everytime you dispose your diaper it smells even when you are careful to put the poopy diapers in a plastic bag before disposing.  On top of that the refills are very expensive.  So we decided to buy Diaper Champ and so far we love it.  It is very easy to use with one hand.  I like the feature that you can acutally clean the chute if for some reason it gets messy.  Also it does not smell everytime you dispose off the diaper but when you change the bag you have to hold your breath for that much time (the only down side and the reason for a 4 star rating) but I can handle it and I love this product and would recommend it to everyone.  It is very easy to use and does not smell unless the bag needs to be replaced and the most important part is that you can use your regular garbage bags (no need for expensive refills).
Baby Trend Diaper Champ,4,"We bought this pail because it used regular trash bags and hoped it lived up to all it says - IT DOES!!  We use the scented trash bags and have had no trouble at all!  (It does get a little smelly when you change the bag, but that is expected)The only thing we don't like is the inside lid that holds the bag down. It does not stay up on its own.  So when you change bags it has to be held open with 1 hand-leaving only 1 hand to get the bag out.  It just makes it akward.My husband even recommends it!!  So it has to be good."
Baby Trend Diaper Champ,4,"I LOVE LOVE LOVE this product! It is SO much easier to use than the Diaper Genie, (you need a PHD in poopy to figure out how to use the darn thing!) and it even takes the same bags as my kitchen trash can, shich is super convenient, and cost efficient as I can buy them in bulk.The only reason for not rating it a 5 star was that I did have one small problem with it. The foam gasket in the barrell which keeps the poopy smell inside the unit ripped somehow, and it got VERY stinky. HOWEVER, I contacted the manufacturer though their website, and received an email back the same day stating that this was unusual, and that replacement gaskets were on their way to me. They arrived inside of a week and after replacing, it works great again! (They even sent me extras should it happen again)I HIGHLY reccomend this diaper pail over ANY competitors, you will not be sorry!"
Baby Trend Diaper Champ,4,"Granted our 3-month old isn't producing really stinky diapers yet, but the Champ is much better than using a trash can.  My only issue is that its hard to flip the handle over using one hand - kind of a must when holding on to a squirmy infant."
Baby Trend Diaper Champ,4,"Our daughter is 13 months old and we've been using the Diaper Champ ever since she was born. I highly recommend it because it's a great value.  However, there are a few things to be aware of which is why I only gave 4 stars.1. Make sure the grip part of the diaper is not loose when placed in the DC. My husband learned the hard way that the grips get stuck on the seal and the diaper won't drop into the bag.  Then you have to pull the diaper out and the grips slowly pull away the seal.  It didn't seem to affect the odor control, but it did make it difficult to move the handle/shoot back and forth.  The company does send free replacement seals and instructions if you call and ask.2. The unit is top heavy when it's empty. I learned this one the hard way.  When pulling out a full bag of diapers be sure to put your foot on the base to keep it from banging you in the shin as it falls backward.  Ouch!!3. No, the stink isn't completely trapped, but it's pretty darn close! The stinkiest part is emptying a full bag.  I found that putting a stick-up inside the lid has made it much more tolerable."
Baby Trend Diaper Champ,4,"I chose the Diaper Champ over the Diaper Genie because of its money-saving feature of being able to accomodate most plastic bags with handles.  (The Genie requires use of their own bags.)  The plastic bags that work best are the larger kinds like the ones you get from Toys R Us or Ikea.  The plastic supermarket bags are a little too small.In regards to odor control, the DC has been successful for 3/4 of the year.  There is a noticeable smell during the summertime, so I've had to change the bags more frequently on hot days or else face the consequence of suffering the aroma of baking poop.My only negative comment about this product is concerning the lid.  For those who take great pride in your manicured nails, ask someone else to open it for you.  Even though I have short, uncared for nails, I've had a few bent nails from trying to pull open the lid.  Then, the next problem is that the lid doesn't open all the way (like a cigarette lighter).  It opens up to about a 75 degree angle.  This makes it inconvenient when you are trying to remove a stuffed bag of diapers.  Also, the underside of the lid has several plastic sharp juttings against which my hands would occasionally get scratched.  And, during the removal of the full bag, this is when you get the full blast of your little one's excretions (quite possibly 3-5 days worth of them), so hold your breath!Although there is room for improvement on this design, I haven't seen or heard of any other model that can do this job nearly as well for as reasonable a price."
Baby Trend Diaper Champ,4,"I love the convenience of not having to buy special bags.  I got my Diaper Champ as a hand-me-down from a relative, and it still works great.  There is no diaper odor in our nursery.  When you change the bag, get in there with some Lysol spray and eliminate the germs and the residual odor (hello, if you didn't flush the toilet for a week it would stink, too - try changing the bag before it's overflowing!).If you don't clean things, they don't smell clean.  This isn't rocket science.The only reason I'm not giving it five stars is because I don't like the opening mechanism on the front.  But I can't think of any way they could've done it differently that would be as effective."
Baby Trend Diaper Champ,4,"In reading some of the other reviews, I think it's all been said but I guess I'll say it again anyway.  :)  I love the Diaper Champ - you can operate it with one hand (allowing you a free hand to hold down a squirming baby on the changing table), no special bags to purchase, and odor-free if you stay on top of changing the bag and spraying with Lysol every few bag changes.  My husband and I tend to let it get to the point that we have to actually push the plunger down to get the diaper to go in and still the nursery is odor-free for playing or sleeping.  And I must admit, I have a 1 yr. old who eats everything under the sun and even when it comes time to change the bag, it's not that bad.  Tie it up fast and you're good to go. ;)  I will admit that it can be hard to open, but if it were easier, I'd have dirty diapers strung from one end of the room to the other because of my busy boy!!!  I highly recommend the Diaper Champ!"
Baby Trend Diaper Champ,4,"I checked out all of the available diaper disposal systems.  This by far is the best, no refillable special bags, no stink, and very easy to use.  It is great! Those exploding diapers for newborns can't even crack this."
Baby Trend Diaper Champ,4,"Thank goodness we found something better and easier than ""genie""!!This one works great, no difficulty loading bags or putting diapers in.Only reason for not 5 stars is a little odor escapes but in my opinion well worth the offsetting ease of use."
Baby Trend Diaper Champ,4,"I changed my registry from the Diaper Genie to the Diaper Champ after reading the reviews for the Diaper Champ online. I'm very happy with it. Our baby's cradle is in our room so we keep the Champ in there with us. There are no odor problems whatsoever. I also love that you don't have to buy specialty bags for this pail.The only caution I give is to moms with long natural or fake nails...the opening latch doesn't release very smoothly. When releasing the latch (which is, wonderfully, a one-handed job, although it can be a tad bit difficult to squeeze), it springs open rather sharply. I have short nails but I can imagine long nails might get broken or fake ones snapped off if care isn't taken when opening the top.Also, the diaper disposal mechanism, which is great (!!!) since it really keeps the odor inside the pail, can be a little loud as it slides down into the pail, especially in the quiet hours in the middle of the night when you're trying to get baby back to sleep. Just be sure to dispose of your diaper(s) before putting baby down to sleep.I would recommend this product to everyone, even with these two very minor issues."
Baby Trend Diaper Champ,4,I chose the Diaper Champ because you are able to use standard trash bags.  I hate to buy replacement items such as bags ( i usually forget).  I works great.  The only thing is when it is full it is full.  It is very difficult to squeeze anything else into it.  I have not noticed any lingering oder in the baby's room and would recommend this item.
Baby Trend Diaper Champ,4,"We got the Diaper Champ as a gift and immediately fell in love with it.  I wish I had invented this product.  It is one of our Top 10 items to buy.It takes regular kitchen trash bags and is really quite good about the smell.  Now that we are introducing Isabella to more foods we are finding that it does not contain the smell as well, but better than anything else that we use.The only problem I run into this that it gets stuck on the inside from time to time at the worst possible moment -- stinky full diaper that needs to disappear right now!  I am pregnant again so these smells get to me.  Because of this problem I gave it 4 stars.It gets stuck from an occasional diaper sticky tab sticking to the inside .  When this happens, you have open everything up and it can get a little messy if the tab was stuck in the wrong placeWe also own a Diaper Genie which is 99% smell proof, but also has it's own problems.  I would only buy this one, even if money, space and smell were not an issue."
Baby Trend Diaper Champ,4,"I love my Diaper Champ. My son is 3 months old and we have had a great experience with it. It's simple to use and is cost efficient. The biggest plus to this diaper pail is that you can use any plastic bag you want. As far as some people saying it smells, I haven't had a problem. Once a week I soak it with Lysol and water to keep germs away. I highly recommed this product if you want a clean, simple, and convenient diaper pail!"
Baby Trend Diaper Champ,4,"I love the diaper champ.  I registered for this item because I liked the fact that it takes regular garbage bags.  When it's almost full it tends to have a bit of an odor, but lysol takes care of that, and helps kill germs.  This is very easy to use and is simple to change.  I highly recommend the diaper champ."
Baby Trend Diaper Champ,4,love it because it uses the bags from the grocery store.  way cheaper than others.  have to change regulary (2 times per week) when the baby gets on solids though.
Baby Trend Diaper Champ,4,"As much as I hear you all on the Diaper Champ - it is fabulous - the SMELL factor is greatly reduced when you take the trouble to empty diapers into the lavatory first.  This is what you are SUPPOSED to be doing.  Feces should NOT go into landfills because they can carry bacteria and intestinal viruses which can filter into, and contaminate, groundwater and soils.  Very few people seem to realize this and it is disconcerting that so many people are posting about the wonderful smell reducing power of this contraption without realizing that they are using it INCORRECTLY!  Please be more conscientious!  Do your part and put the poop in the pot and help to preserve our precious planet for that little person whose bottom you are currently managing."
Baby Trend Diaper Champ,4,"I got this for my daughter and I just think it's great. We have this in her room and I haven't smelled any ordors coming from it except for when you open it up to take out the bag. I also love the fact that you can use just regular bags. I know of someone that had a diaper genie and she still had a diaper in it from when her baby was born and she was about 2 months at that time. I've found that when it starts getting alittle full just shake it to level the diapers out and you will be able to get more in there. I have also heard that some people put kitty litter at the bottom of the bag to help eliminate some of the odors, but I haven't had to try this yet. I would highly recommend this to anyone."
Baby Trend Diaper Champ,4,"I have to say I really like the Diaper Champ, with one exception-it is definitely NOT always odor free.  I have had to put it in the bathroom now instead of the baby room, because smells from &quot;stinky&quot; diapers will seep out.  I think the best advice is to wrap the really smelly ones in a plastic bag before putting them in. Another word of advice-keep a can of Lysol next to it to spray when you throw a diaper away. It can also be hard to open-I've broken several nails on it.  I've only had it a few weeks (I've been using it for my toddler's diapers until my new baby comes), and I'm hoping that the latch on it loosens up a bit with opening and shutting. Otherwise, it's great that it holds more diapers, and it's SO much easier to put the diapers in it than the Diaper Genie I had.  I don't need two hands for it!"
Baby Trend Diaper Champ,4,"I love this diaper pail. Yea, if you let poopy diapers sit in it for too long and don't change the bag on a regular basis it will start to stink but  c'mon its a bucket full of poopy diapers.As you child grows, or if you have older children watch out. The handle system fascinates  little ones and they find it amusing that they can put something in, flip it and it disappears,  which is good when it's a diaper, bad when it's,,, your keys."
Baby Trend Diaper Champ,4,"This diaper pail is great. It is the third one that I have tried. I just wish that I had it 4 years ago with my first child. It is very easy to use. You don't need special liners or refills. A regular garbage bag works fine. I had the Diaper Genie and it didn't keep odors out. The Diaper Champ doesn't totally keep odors away, but it works just as well if not better than the others I have tried. The diaper champ is very easy to use. You only need one hand to ""operate"" it. My 2 year old loves ""helping"" out and can independently use it."
Baby Trend Diaper Champ,4,"Let's face it.  This is a specially designed garbage can to hold human feces.  One cannot expect that it will be odor free.  Mine certainly isn't.  It is my fault, though.  If I emptied the bag more often, there would not be a stench.  But alas, I am lazy.  So when I do change the bag, I also spray some lysol.  Works for me.  I like it that you just have to flip the handle for the diaper to go bye bye.When I first got the product, I really hurt my finger trying to open the thing.  But that was my own fault.  I did not have it on the floor.  When opening the lid, step on the stabilizer ring at the bottom of the unit and it opens with ease.I too love that you do not have to buy special bags for this.  What a pain to have to remember to buy and then spend five bucks a pop on Genie bags.  Thanks, but no.All in all, I really like my Diaper Champ.  It's also taller than the genie which is good for me, I don't have to bend over so much to flip the lid."
